País,Coffee type,Total_production ,Year
Angola,Robusta/Arabica,2100000.0,2010
Bolivia (Plurinational State of),Arabica,7020000.0,2010
Brazil,Arabica/Robusta,3325680000.0,2010
Burundi,Arabica/Robusta,21180000.0,2010
Ecuador,Arabica/Robusta,51240000.0,2010
Indonesia,Robusta/Arabica,547740000.0,2010
Madagascar,Robusta,31800000.0,2010
Malawi,Arabica,1020000.0,2010
Papua New Guinea,Arabica/Robusta,52020000.0,2010
Paraguay,Arabica,1200000.0,2010
Peru,Arabica,244140000.0,2010
Rwanda,Arabica,19380000.0,2010
Timor-Leste,Arabica,3600000.0,2010
Zimbabwe,Arabica,600000.0,2010
Congo,Robusta,180000.0,2010
Cuba,Arabica,6480000.0,2010
Dominican Republic,Arabica/Robusta,22680000.0,2010
Haiti,Arabica,21000000.0,2010
Philippines,Robusta/Arabica,11340000.0,2010
Tanzania,Arabica/Robusta,50760000.0,2010
Zambia,Arabica,780000.0,2010
Cameroon,Robusta/Arabica,31620000.0,2010
Central African Republic,Robusta,4680000.0,2010
Colombia,Arabica,511380000.0,2010
Costa Rica,Arabica,96840000.0,2010
Côte d'Ivoire,Robusta,50220000.0,2010
Democratic Republic of Congo,Robusta/Arabica,18300000.0,2010
El Salvador,Arabica,112380000.0,2010
Equatorial Guinea,Robusta,0.0,2010
Ethiopia,Arabica,333600000.0,2010
Gabon,Robusta,120000.0,2010
Ghana,Robusta,4140000.0,2010
Guatemala,Arabica/Robusta,237000000.0,2010
Guinea,Robusta,23160000.0,2010
Guyana,Robusta,540000.0,2010
Honduras,Arabica,259860000.0,2010
India,Robusta/Arabica,336000000.0,2010
Jamaica,Arabica,1260000.0,2010
Kenya,Arabica,38460000.0,2010
Lao People's Democratic Republic,Robusta,32640000.0,2010
Liberia,Robusta,600000.0,2010
Mexico,Arabica/Robusta,240060000.0,2010
Nepal,Arabica,180000.0,2010
Nicaragua,Arabica,98280000.0,2010
Nigeria,Robusta,2520000.0,2010
Panama,Arabica,6840000.0,2010
Sierra Leone,Robusta,1980000.0,2010
Sri Lanka,Robusta/Arabica,2220000.0,2010
Thailand,Robusta/Arabica,49680000.0,2010
Togo,Robusta,9600000.0,2010
Trinidad & Tobago,Robusta,600000.0,2010
Uganda,Robusta/Arabica,196020000.0,2010
Venezuela,Arabica,72120000.0,2010
Viet Nam,Robusta/Arabica,1200000000.0,2010
Yemen,Arabica,9660000.0,2010
Angola,Robusta/Arabica,1740000.0,2011
Bolivia (Plurinational State of),Arabica,7920000.0,2011
Brazil,Arabica/Robusta,2915520000.0,2011
Burundi,Arabica/Robusta,12240000.0,2011
Ecuador,Arabica/Robusta,49500000.0,2011
Indonesia,Robusta/Arabica,413340000.0,2011
Madagascar,Robusta,35100000.0,2011
Malawi,Arabica,1560000.0,2011
Papua New Guinea,Arabica/Robusta,84840000.0,2011
Paraguay,Arabica,1200000.0,2011
Peru,Arabica,322380000.0,2011
Rwanda,Arabica,15060000.0,2011
Timor-Leste,Arabica,2820000.0,2011
Zimbabwe,Arabica,540000.0,2011
Congo,Robusta,180000.0,2011
Cuba,Arabica,6000000.0,2011
Dominican Republic,Arabica/Robusta,29460000.0,2011
Haiti,Arabica,20940000.0,2011
Philippines,Robusta/Arabica,10800000.0,2011
Tanzania,Arabica/Robusta,38460000.0,2011
Zambia,Arabica,660000.0,2011
Cameroon,Robusta/Arabica,40140000.0,2011
Central African Republic,Robusta,5460000.0,2011
Colombia,Arabica,459180000.0,2011
Costa Rica,Arabica,109860000.0,2011
Côte d'Ivoire,Robusta,132960000.0,2011
Democratic Republic of Congo,Robusta/Arabica,21420000.0,2011
El Salvador,Arabica,69840000.0,2011
Equatorial Guinea,Robusta,0.0,2011
Ethiopia,Arabica,339000000.0,2011
Gabon,Robusta,60000.0,2011
Ghana,Robusta,1800000.0,2011
Guatemala,Arabica/Robusta,231000000.0,2011
Guinea,Robusta,23160000.0,2011
Guyana,Robusta,600000.0,2011
Honduras,Arabica,352920000.0,2011
India,Robusta/Arabica,320040000.0,2011
Jamaica,Arabica,1440000.0,2011
Kenya,Arabica,45420000.0,2011
Lao People's Democratic Republic,Robusta,30840000.0,2011
Liberia,Robusta,600000.0,2011
Mexico,Arabica/Robusta,273660000.0,2011
Nepal,Arabica,120000.0,2011
Nicaragua,Arabica,131580000.0,2011
Nigeria,Robusta,2820000.0,2011
Panama,Arabica,6360000.0,2011
Sierra Leone,Robusta,4680000.0,2011
Sri Lanka,Robusta/Arabica,2160000.0,2011
Thailand,Robusta/Arabica,49860000.0,2011
Togo,Robusta,9600000.0,2011
Trinidad & Tobago,Robusta,660000.0,2011
Uganda,Robusta/Arabica,186900000.0,2011
Venezuela,Arabica,54120000.0,2011
Viet Nam,Robusta/Arabica,1590000000.0,2011
Yemen,Arabica,11100000.0,2011
Angola,Robusta/Arabica,1980000.0,2012
Bolivia (Plurinational State of),Arabica,6300000.0,2012
Brazil,Arabica/Robusta,3325080000.0,2012
Burundi,Arabica/Robusta,24360000.0,2012
Ecuador,Arabica/Robusta,49680000.0,2012
Indonesia,Robusta/Arabica,784200000.0,2012
Madagascar,Robusta,30000000.0,2012
Malawi,Arabica,1380000.0,2012
Papua New Guinea,Arabica/Robusta,42960000.0,2012
Paraguay,Arabica,1200000.0,2012
Peru,Arabica,267000000.0,2012
Rwanda,Arabica,15540000.0,2012
Timor-Leste,Arabica,3660000.0,2012
Zimbabwe,Arabica,420000.0,2012
Congo,Robusta,180000.0,2012
Cuba,Arabica,5280000.0,2012
Dominican Republic,Arabica/Robusta,29280000.0,2012
Haiti,Arabica,21000000.0,2012
Philippines,Robusta/Arabica,10620000.0,2012
Tanzania,Arabica/Robusta,69060000.0,2012
Zambia,Arabica,300000.0,2012
Cameroon,Robusta/Arabica,22260000.0,2012
Central African Republic,Robusta,1380000.0,2012
Colombia,Arabica,595620000.0,2012
Costa Rica,Arabica,109380000.0,2012
Côte d'Ivoire,Robusta,119640000.0,2012
Democratic Republic of Congo,Robusta/Arabica,20040000.0,2012
El Salvador,Arabica,74400000.0,2012
Equatorial Guinea,Robusta,0.0,2012
Ethiopia,Arabica,367920000.0,2012
Gabon,Robusta,60000.0,2012
Ghana,Robusta,1260000.0,2012
Guatemala,Arabica/Robusta,225780000.0,2012
Guinea,Robusta,14040000.0,2012
Guyana,Robusta,600000.0,2012
Honduras,Arabica,281160000.0,2012
India,Robusta/Arabica,324180000.0,2012
Jamaica,Arabica,1440000.0,2012
Kenya,Arabica,52500000.0,2012
Lao People's Democratic Republic,Robusta,32460000.0,2012
Liberia,Robusta,600000.0,2012
Mexico,Arabica/Robusta,259620000.0,2012
Nepal,Arabica,60000.0,2012
Nicaragua,Arabica,112380000.0,2012
Nigeria,Robusta,2460000.0,2012
Panama,Arabica,6960000.0,2012
Sierra Leone,Robusta,3660000.0,2012
Sri Lanka,Robusta/Arabica,2100000.0,2012
Thailand,Robusta/Arabica,36480000.0,2012
Togo,Robusta,5040000.0,2012
Trinidad & Tobago,Robusta,720000.0,2012
Uganda,Robusta/Arabica,234840000.0,2012
Venezuela,Arabica,57120000.0,2012
Viet Nam,Robusta/Arabica,1404120000.0,2012
Yemen,Arabica,11280000.0,2012
Angola,Robusta/Arabica,2100000.0,2013
Bolivia (Plurinational State of),Arabica,7200000.0,2013
Brazil,Arabica/Robusta,3281340000.0,2013
Burundi,Arabica/Robusta,9780000.0,2013
Ecuador,Arabica/Robusta,39960000.0,2013
Indonesia,Robusta/Arabica,774060000.0,2013
Madagascar,Robusta,35040000.0,2013
Malawi,Arabica,1680000.0,2013
Papua New Guinea,Arabica/Robusta,50100000.0,2013
Paraguay,Arabica,1200000.0,2013
Peru,Arabica,246360000.0,2013
Rwanda,Arabica,15480000.0,2013
Timor-Leste,Arabica,4800000.0,2013
Zimbabwe,Arabica,540000.0,2013
Congo,Robusta,180000.0,2013
Cuba,Arabica,6420000.0,2013
Dominican Republic,Arabica/Robusta,25500000.0,2013
Haiti,Arabica,20700000.0,2013
Philippines,Robusta/Arabica,11160000.0,2013
Tanzania,Arabica/Robusta,48660000.0,2013
Zambia,Arabica,660000.0,2013
Cameroon,Robusta/Arabica,24240000.0,2013
Central African Republic,Robusta,5400000.0,2013
Colombia,Arabica,727440000.0,2013
Costa Rica,Arabica,93120000.0,2013
Côte d'Ivoire,Robusta,155880000.0,2013
Democratic Republic of Congo,Robusta/Arabica,20820000.0,2013
El Salvador,Arabica,30900000.0,2013
Equatorial Guinea,Robusta,0.0,2013
Ethiopia,Arabica,374520000.0,2013
Gabon,Robusta,0.0,2013
Ghana,Robusta,1500000.0,2013
Guatemala,Arabica/Robusta,191340000.0,2013
Guinea,Robusta,6060000.0,2013
Guyana,Robusta,780000.0,2013
Honduras,Arabica,274980000.0,2013
India,Robusta/Arabica,304500000.0,2013
Jamaica,Arabica,1200000.0,2013
Kenya,Arabica,50580000.0,2013
Lao People's Democratic Republic,Robusta,32640000.0,2013
Liberia,Robusta,360000.0,2013
Mexico,Arabica/Robusta,234960000.0,2013
Nepal,Arabica,60000.0,2013
Nicaragua,Arabica,123600000.0,2013
Nigeria,Robusta,2460000.0,2013
Panama,Arabica,6780000.0,2013
Sierra Leone,Robusta,1920000.0,2013
Sri Lanka,Robusta/Arabica,2220000.0,2013
Thailand,Robusta/Arabica,38280000.0,2013
Togo,Robusta,10320000.0,2013
Trinidad & Tobago,Robusta,720000.0,2013
Uganda,Robusta/Arabica,217980000.0,2013
Venezuela,Arabica,48240000.0,2013
Viet Nam,Robusta/Arabica,1656600000.0,2013
Yemen,Arabica,11220000.0,2013
Angola,Robusta/Arabica,2340000.0,2014
Bolivia (Plurinational State of),Arabica,6000000.0,2014
Brazil,Arabica/Robusta,3198300000.0,2014
Burundi,Arabica/Robusta,14880000.0,2014
Ecuador,Arabica/Robusta,38640000.0,2014
Indonesia,Robusta/Arabica,656760000.0,2014
Madagascar,Robusta,30060000.0,2014
Malawi,Arabica,1500000.0,2014
Papua New Guinea,Arabica/Robusta,47880000.0,2014
Paraguay,Arabica,1200000.0,2014
Peru,Arabica,172980000.0,2014
Rwanda,Arabica,14280000.0,2014
Timor-Leste,Arabica,6660000.0,2014
Zimbabwe,Arabica,900000.0,2014
Congo,Robusta,180000.0,2014
Cuba,Arabica,6060000.0,2014
Dominican Republic,Arabica/Robusta,23820000.0,2014
Haiti,Arabica,20580000.0,2014
Philippines,Robusta/Arabica,11580000.0,2014
Tanzania,Arabica/Robusta,45180000.0,2014
Zambia,Arabica,180000.0,2014
Cameroon,Robusta/Arabica,28980000.0,2014
Central African Republic,Robusta,3780000.0,2014
Colombia,Arabica,799980000.0,2014
Costa Rica,Arabica,88500000.0,2014
Côte d'Ivoire,Robusta,103680000.0,2014
Democratic Republic of Congo,Robusta/Arabica,20100000.0,2014
El Salvador,Arabica,39900000.0,2014
Equatorial Guinea,Robusta,0.0,2014
Ethiopia,Arabica,382980000.0,2014
Gabon,Robusta,60000.0,2014
Ghana,Robusta,2100000.0,2014
Guatemala,Arabica/Robusta,198600000.0,2014
Guinea,Robusta,9900000.0,2014
Guyana,Robusta,540000.0,2014
Honduras,Arabica,316080000.0,2014
India,Robusta/Arabica,327000000.0,2014
Jamaica,Arabica,1260000.0,2014
Kenya,Arabica,46200000.0,2014
Lao People's Democratic Republic,Robusta,33120000.0,2014
Liberia,Robusta,420000.0,2014
Mexico,Arabica/Robusta,218160000.0,2014
Nepal,Arabica,120000.0,2014
Nicaragua,Arabica,113880000.0,2014
Nigeria,Robusta,2580000.0,2014
Panama,Arabica,6360000.0,2014
Sierra Leone,Robusta,2760000.0,2014
Sri Lanka,Robusta/Arabica,2160000.0,2014
Thailand,Robusta/Arabica,50700000.0,2014
Togo,Robusta,8580000.0,2014
Trinidad & Tobago,Robusta,720000.0,2014
Uganda,Robusta/Arabica,224640000.0,2014
Venezuela,Arabica,39000000.0,2014
Viet Nam,Robusta/Arabica,1634460000.0,2014
Yemen,Arabica,10680000.0,2014
Angola,Robusta/Arabica,2460000.0,2015
Bolivia (Plurinational State of),Arabica,5040000.0,2015
Brazil,Arabica/Robusta,3172260000.0,2015
Burundi,Arabica/Robusta,16140000.0,2015
Ecuador,Arabica/Robusta,38640000.0,2015
Indonesia,Robusta/Arabica,755100000.0,2015
Madagascar,Robusta,24840000.0,2015
Malawi,Arabica,1260000.0,2015
Papua New Guinea,Arabica/Robusta,42720000.0,2015
Paraguay,Arabica,1200000.0,2015
Peru,Arabica,198240000.0,2015
Rwanda,Arabica,17580000.0,2015
Timor-Leste,Arabica,3540000.0,2015
Zimbabwe,Arabica,840000.0,2015
Congo,Robusta,180000.0,2015
Cuba,Arabica,6000000.0,2015
Dominican Republic,Arabica/Robusta,24000000.0,2015
Haiti,Arabica,20460000.0,2015
Philippines,Robusta/Arabica,12480000.0,2015
Tanzania,Arabica/Robusta,55800000.0,2015
Zambia,Arabica,240000.0,2015
Cameroon,Robusta/Arabica,23460000.0,2015
Central African Republic,Robusta,6000000.0,2015
Colombia,Arabica,840540000.0,2015
Costa Rica,Arabica,86400000.0,2015
Côte d'Ivoire,Robusta,77340000.0,2015
Democratic Republic of Congo,Robusta/Arabica,22260000.0,2015
El Salvador,Arabica,33900000.0,2015
Equatorial Guinea,Robusta,0.0,2015
Ethiopia,Arabica,390900000.0,2015
Gabon,Robusta,60000.0,2015
Ghana,Robusta,2160000.0,2015
Guatemala,Arabica/Robusta,204600000.0,2015
Guinea,Robusta,17160000.0,2015
Guyana,Robusta,660000.0,2015
Honduras,Arabica,347160000.0,2015
India,Robusta/Arabica,349800000.0,2015
Jamaica,Arabica,1200000.0,2015
Kenya,Arabica,47940000.0,2015
Lao People's Democratic Republic,Robusta,32100000.0,2015
Liberia,Robusta,600000.0,2015
Mexico,Arabica/Robusta,166320000.0,2015
Nepal,Arabica,120000.0,2015
Nicaragua,Arabica,127800000.0,2015
Nigeria,Robusta,2460000.0,2015
Panama,Arabica,7620000.0,2015
Sierra Leone,Robusta,2760000.0,2015
Sri Lanka,Robusta/Arabica,2160000.0,2015
Thailand,Robusta/Arabica,45720000.0,2015
Togo,Robusta,4860000.0,2015
Trinidad & Tobago,Robusta,720000.0,2015
Uganda,Robusta/Arabica,219000000.0,2015
Venezuela,Arabica,30000000.0,2015
Viet Nam,Robusta/Arabica,1865400000.0,2015
Yemen,Arabica,9360000.0,2015
Angola,Robusta/Arabica,2700000.0,2016
Bolivia (Plurinational State of),Arabica,4680000.0,2016
Brazil,Arabica/Robusta,3407280000.0,2016
Burundi,Arabica/Robusta,11760000.0,2016
Ecuador,Arabica/Robusta,38700000.0,2016
Indonesia,Robusta/Arabica,692460000.0,2016
Madagascar,Robusta,27180000.0,2016
Malawi,Arabica,1200000.0,2016
Papua New Guinea,Arabica/Robusta,70260000.0,2016
Paraguay,Arabica,1200000.0,2016
Peru,Arabica,253380000.0,2016
Rwanda,Arabica,13860000.0,2016
Timor-Leste,Arabica,4920000.0,2016
Zimbabwe,Arabica,900000.0,2016
Congo,Robusta,180000.0,2016
Cuba,Arabica,6180000.0,2016
Dominican Republic,Arabica/Robusta,24720000.0,2016
Haiti,Arabica,20520000.0,2016
Philippines,Robusta/Arabica,12900000.0,2016
Tanzania,Arabica/Robusta,50760000.0,2016
Zambia,Arabica,780000.0,2016
Cameroon,Robusta/Arabica,17520000.0,2016
Central African Republic,Robusta,2220000.0,2016
Colombia,Arabica,878040000.0,2016
Costa Rica,Arabica,82320000.0,2016
Côte d'Ivoire,Robusta,67020000.0,2016
Democratic Republic of Congo,Robusta/Arabica,16740000.0,2016
El Salvador,Arabica,36600000.0,2016
Equatorial Guinea,Robusta,0.0,2016
Ethiopia,Arabica,428580000.0,2016
Gabon,Robusta,0.0,2016
Ghana,Robusta,1560000.0,2016
Guatemala,Arabica/Robusta,221040000.0,2016
Guinea,Robusta,16200000.0,2016
Guyana,Robusta,600000.0,2016
Honduras,Arabica,447420000.0,2016
India,Robusta/Arabica,369660000.0,2016
Jamaica,Arabica,1080000.0,2016
Kenya,Arabica,47580000.0,2016
Lao People's Democratic Republic,Robusta,30600000.0,2016
Liberia,Robusta,720000.0,2016
Mexico,Arabica/Robusta,218100000.0,2016
Nepal,Arabica,60000.0,2016
Nicaragua,Arabica,153300000.0,2016
Nigeria,Robusta,2580000.0,2016
Panama,Arabica,7200000.0,2016
Sierra Leone,Robusta,2280000.0,2016
Sri Lanka,Robusta/Arabica,2220000.0,2016
Thailand,Robusta/Arabica,32280000.0,2016
Togo,Robusta,1380000.0,2016
Trinidad & Tobago,Robusta,720000.0,2016
Uganda,Robusta/Arabica,297720000.0,2016
Venezuela,Arabica,31500000.0,2016
Viet Nam,Robusta/Arabica,1669140000.0,2016
Yemen,Arabica,8580000.0,2016
Angola,Robusta/Arabica,2100000.0,2017
Bolivia (Plurinational State of),Arabica,5040000.0,2017
Brazil,Arabica/Robusta,3164400000.0,2017
Burundi,Arabica/Robusta,12120000.0,2017
Ecuador,Arabica/Robusta,37440000.0,2017
Indonesia,Robusta/Arabica,651120000.0,2017
Madagascar,Robusta,24240000.0,2017
Malawi,Arabica,840000.0,2017
Papua New Guinea,Arabica/Robusta,44040000.0,2017
Paraguay,Arabica,1200000.0,2017
Peru,Arabica,256740000.0,2017
Rwanda,Arabica,15840000.0,2017
Timor-Leste,Arabica,3900000.0,2017
Zimbabwe,Arabica,420000.0,2017
Congo,Robusta,180000.0,2017
Cuba,Arabica,6780000.0,2017
Dominican Republic,Arabica/Robusta,24720000.0,2017
Haiti,Arabica,20520000.0,2017
Philippines,Robusta/Arabica,12180000.0,2017
Tanzania,Arabica/Robusta,46980000.0,2017
Zambia,Arabica,1140000.0,2017
Cameroon,Robusta/Arabica,22200000.0,2017
Central African Republic,Robusta,3600000.0,2017
Colombia,Arabica,829440000.0,2017
Costa Rica,Arabica,93660000.0,2017
Côte d'Ivoire,Robusta,97440000.0,2017
Democratic Republic of Congo,Robusta/Arabica,22920000.0,2017
El Salvador,Arabica,45600000.0,2017
Equatorial Guinea,Robusta,0.0,2017
Ethiopia,Arabica,440820000.0,2017
Gabon,Robusta,0.0,2017
Ghana,Robusta,780000.0,2017
Guatemala,Arabica/Robusta,224040000.0,2017
Guinea,Robusta,13740000.0,2017
Guyana,Robusta,600000.0,2017
Honduras,Arabica,453600000.0,2017
India,Robusta/Arabica,348780000.0,2017
Jamaica,Arabica,1140000.0,2017
Kenya,Arabica,47400000.0,2017
Lao People's Democratic Republic,Robusta,31980000.0,2017
Liberia,Robusta,960000.0,2017
Mexico,Arabica/Robusta,269100000.0,2017
Nepal,Arabica,120000.0,2017
Nicaragua,Arabica,158520000.0,2017
Nigeria,Robusta,2520000.0,2017
Panama,Arabica,6300000.0,2017
Sierra Leone,Robusta,2280000.0,2017
Sri Lanka,Robusta/Arabica,2220000.0,2017
Thailand,Robusta/Arabica,38280000.0,2017
Togo,Robusta,6900000.0,2017
Trinidad & Tobago,Robusta,720000.0,2017
Uganda,Robusta/Arabica,275820000.0,2017
Venezuela,Arabica,34320000.0,2017
Viet Nam,Robusta/Arabica,2005920000.0,2017
Yemen,Arabica,7920000.0,2017
Angola,Robusta/Arabica,2520000.0,2018
Bolivia (Plurinational State of),Arabica,4980000.0,2018
Brazil,Arabica/Robusta,3907860000.0,2018
Burundi,Arabica/Robusta,12240000.0,2018
Ecuador,Arabica/Robusta,29760000.0,2018
Indonesia,Robusta/Arabica,577080000.0,2018
Madagascar,Robusta,22740000.0,2018
Malawi,Arabica,780000.0,2018
Papua New Guinea,Arabica/Robusta,55800000.0,2018
Paraguay,Arabica,1200000.0,2018
Peru,Arabica,255780000.0,2018
Rwanda,Arabica,22800000.0,2018
Timor-Leste,Arabica,8340000.0,2018
Zimbabwe,Arabica,600000.0,2018
Congo,Robusta,180000.0,2018
Cuba,Arabica,7680000.0,2018
Dominican Republic,Arabica/Robusta,25860000.0,2018
Haiti,Arabica,20820000.0,2018
Philippines,Robusta/Arabica,12360000.0,2018
Tanzania,Arabica/Robusta,70500000.0,2018
Zambia,Arabica,2040000.0,2018
Cameroon,Robusta/Arabica,18600000.0,2018
Central African Republic,Robusta,2220000.0,2018
Colombia,Arabica,831960000.0,2018
Costa Rica,Arabica,85620000.0,2018
Côte d'Ivoire,Robusta,130500000.0,2018
Democratic Republic of Congo,Robusta/Arabica,23820000.0,2018
El Salvador,Arabica,45660000.0,2018
Equatorial Guinea,Robusta,0.0,2018
Ethiopia,Arabica,450660000.0,2018
Gabon,Robusta,60000.0,2018
Ghana,Robusta,900000.0,2018
Guatemala,Arabica/Robusta,240420000.0,2018
Guinea,Robusta,9180000.0,2018
Guyana,Robusta,600000.0,2018
Honduras,Arabica,429180000.0,2018
India,Robusta/Arabica,319500000.0,2018
Jamaica,Arabica,1080000.0,2018
Kenya,Arabica,55800000.0,2018
Lao People's Democratic Republic,Robusta,38820000.0,2018
Liberia,Robusta,360000.0,2018
Mexico,Arabica/Robusta,261060000.0,2018
Nepal,Arabica,60000.0,2018
Nicaragua,Arabica,172740000.0,2018
Nigeria,Robusta,2520000.0,2018
Panama,Arabica,7680000.0,2018
Sierra Leone,Robusta,2700000.0,2018
Sri Lanka,Robusta/Arabica,2160000.0,2018
Thailand,Robusta/Arabica,28920000.0,2018
Togo,Robusta,3240000.0,2018
Trinidad & Tobago,Robusta,780000.0,2018
Uganda,Robusta/Arabica,282240000.0,2018
Venezuela,Arabica,34680000.0,2018
Viet Nam,Robusta/Arabica,1816980000.0,2018
Yemen,Arabica,5160000.0,2018
Angola,Robusta/Arabica,3120000.0,2019
Bolivia (Plurinational State of),Arabica,4860000.0,2019
Brazil,Arabica/Robusta,3492660000.0,2019
Burundi,Arabica/Robusta,16320000.0,2019
Ecuador,Arabica/Robusta,33540000.0,2019
Indonesia,Robusta/Arabica,685980000.0,2019
Madagascar,Robusta,22980000.0,2019
Malawi,Arabica,960000.0,2019
Papua New Guinea,Arabica/Robusta,45120000.0,2019
Paraguay,Arabica,1200000.0,2019
Peru,Arabica,230160000.0,2019
Rwanda,Arabica,20880000.0,2019
Timor-Leste,Arabica,6180000.0,2019
Zimbabwe,Arabica,540000.0,2019
Congo,Robusta,180000.0,2019
Cuba,Arabica,7800000.0,2019
Dominican Republic,Arabica/Robusta,24120000.0,2019
Haiti,Arabica,20820000.0,2019
Philippines,Robusta/Arabica,18420000.0,2019
Tanzania,Arabica/Robusta,55560000.0,2019
Zambia,Arabica,900000.0,2019
Cameroon,Robusta/Arabica,16080000.0,2019
Central African Republic,Robusta,3300000.0,2019
Colombia,Arabica,846000000.0,2019
Costa Rica,Arabica,88320000.0,2019
Côte d'Ivoire,Robusta,115740000.0,2019
Democratic Republic of Congo,Robusta/Arabica,23460000.0,2019
El Salvador,Arabica,39660000.0,2019
Equatorial Guinea,Robusta,0.0,2019
Ethiopia,Arabica,440580000.0,2019
Gabon,Robusta,0.0,2019
Ghana,Robusta,840000.0,2019
Guatemala,Arabica/Robusta,216360000.0,2019
Guinea,Robusta,10680000.0,2019
Guyana,Robusta,600000.0,2019
Honduras,Arabica,355860000.0,2019
India,Robusta/Arabica,299280000.0,2019
Jamaica,Arabica,1380000.0,2019
Kenya,Arabica,50640000.0,2019
Lao People's Democratic Republic,Robusta,37320000.0,2019
Liberia,Robusta,360000.0,2019
Mexico,Arabica/Robusta,239100000.0,2019
Nepal,Arabica,60000.0,2019
Nicaragua,Arabica,172920000.0,2019
Nigeria,Robusta,2520000.0,2019
Panama,Arabica,6840000.0,2019
Sierra Leone,Robusta,2400000.0,2019
Sri Lanka,Robusta/Arabica,2160000.0,2019
Thailand,Robusta/Arabica,31020000.0,2019
Togo,Robusta,2460000.0,2019
Trinidad & Tobago,Robusta,720000.0,2019
Uganda,Robusta/Arabica,330540000.0,2019
Venezuela,Arabica,39000000.0,2019
Viet Nam,Robusta/Arabica,1829220000.0,2019
Yemen,Arabica,5460000.0,2019
